name,summary,home_page,layer,dependent_number,dependency
processdigit,processdigit,,3,,Keras
projectowl,high level computer vision library,https://flyfj@bitbucket.org/flyfj/owl.git,3,,Keras
propythia,propythia - automated platform for the classification of peptides/proteins using machine learning,https://github.com/BioSystemsUM/propythia,3,,Keras
proviso,A utility for Stock price prediction with keras,https://github.com/rochi88/proviso,3,,Keras
py-agender,"Simple opencv & tensorflow based solution to estimate Faces, Age and Gender on pictures",https://github.com/aristofun/py-agender,3,,Keras
pyCeterisParibus,Ceteris Paribus python package,https://github.com/ModelOriented/pyCeterisParibus,3,,Keras
pydoku2,,,3,,Keras
pyhumour,A module for the characterization and quantification of concise humour,https://github.com/mellon-collie/pyhumour,3,,Keras
pyleafarea,Automated Leaf Area Calculator Using Tkinter and Deep Learning Image Classification Model.,,3,,Keras
pynorm,A probabilistic logic programming library for data science,https://github.com/reasoned-ai/norm,3,,Keras
qrmine,Qualitative Research support tools in Python!,https://github.com/dermatologist/nlp-qrmine,3,,Keras
quikml,"a machine learning library that makes it easy to train, test, and assess ML classification models quikly.",https://wwwin-gitlab-sjc.cisco.com/aart_ds/quikml-library,3,,Keras
rasa-core,Machine learning based dialogue engine for conversational software.,https://rasa.ai,3,4.0,Keras
reinforcement-terminals,Age and Gender Detection added to module,https://github.com/SamipThulung/reinforcement_terminals,3,,Keras
reorientexpress,"Script used to build, test and use models that predict the orientation of cDNA reads",https://github.com/angelrure/reorientexpress,3,,Keras
roby,A general framework to analyse the robustness of a Neural Network,,3,,Keras
russtress,Package that helps you to put lexical stress in russian text,https://github.com/MashaPo/russtress,3,,Keras
scArches,Transfer learning with Architecture Surgery on Single-cell data,https://github.com/theislab/scarches,3,,Keras
scivae,,https://github.com/ArianeMora/scivae,3,,Keras
seqeval,Testing framework for sequence labeling,https://github.com/chakki-works/seqeval,3,,Keras
seqtag-keras,Easy to use BiLSTM+CRF sequence tagging for text.,https://github.com/bedapudi6788/seqtag-keras,3,1.0,Keras
shatter,Data Driven Programming,https://github.com/jisazaTappsi/shatter,3,,Keras
simphony,Simphony: A Simulator for Photonic circuits,https://github.com/sequoiap/simphony,3,3.0,Keras
singularitytechnologies.easymodelskeras,Easy to use Keras Machine Learning Model,https://github.com/singularitytechnologies/easymodelskeras,3,,Keras
sizif,Deep learning Keras models lifecycle management backup/restore nano framework,https://github.com/aristofun/sizif,3,,Keras
smenan,Developed for Sade Tech. Corp.,https://github.com/Flowmot1on/smart-energy-planner,3,,Keras
spacekit,Python wrapper for the CircleCI API,https://github.com/hakkeray/spacekit,3,,Keras
spacy-combo,COMBO wrapper for spaCy,https://github.com/KoichiYasuoka/spaCy-COMBO,3,,Keras
speaker-verification,The machine learning package evaluate audio files submitted from a user,https://github.com/OnTrack-UG-Squad/speaker-verification,3,,Keras
stellargraph,Python library for machine learning on graphs,https://github.com/stellargraph/stellargraph,3,2.0,Keras
tigerseg,Package for subcortical brain segmentation,https://github.com/JENNSHIUAN,3,,Keras
top-choice,A package using topological data analysis to achieve robust product recommendations.,https://github.com/bmwillett/topological-recommendations,3,,Keras
trelawney,Generic Interpretability package,https://github.com/skanderkam/trelawney,3,,Keras
ufopredictor,Model predictor,https://github.com/ufotechco/ufopredictor,3,,Keras
virtual-scanner,Virtual Scanner educational tool for MRI,https://github.com/imr-framework/virtual-scanner,3,,Keras
visualdata,library to manage image data,https://github.com/perceptance/visualdata-lib,3,,Keras
vitamin-b,A user-friendly machine learning Bayesian inference library,https://github.com/hagabbar/vitamin_b,3,,Keras
xDNN-classifier,eXplainable Deep Neural Network (xDNN),https://github.com/Plamen-Eduardo/xDNN,3,,Keras
xidi-ai,ai tool,,3,,Keras
yolov3,Keras(TF backend) implementation of yolo v3 objects detection.,,3,,Keras
zoo-animal-classification,classification of zoo animals using machine learning models,https://github.com/yijiaceline/CSF-project.git,3,,Keras
asreview-covid19,Covid-19 related datasets for ASReview,https://github.com/asreview/asreview-covid19,3,,asreview
asreview-hyperopt,Hyper parameter optimization extension for ASReview,https://github.com/asreview/asreview-hyperopt,3,,asreview
asreview-statistics,Statistical tools for the ASReview project,https://github.com/msdslab/ASReview-statistics,3,,asreview
asreview-visualization,Visualization tools for the ASReview project,https://github.com/asreview/asreview-visualization,3,,asreview
asreview-wordcloud,Wordcloud tools for the ASReview project,https://github.com/asreview/asreview-wordcloud,3,,asreview
indo-arabic-transliteration,Script Conversion for Indo-Pakistani languages,https://github.com/GokulNC/Indic-PersoArabic-Script-Converter,3,,urduhack
ivystar,python tools package of ivystar,,3,,ivystar
mlbazaar,,,3,,autobazaar
projectowl,high level computer vision library,https://flyfj@bitbucket.org/flyfj/owl.git,3,,deepmodels
guacamol,Guacamol: benchmarks for de novo molecular design,https://github.com/BenevolentAI/guacamol,3,,FCD
crossedwires,CrossedWires: An Inter-framework ModelDivergence Dataset Generated using HyperparameterOptimization,https://github.com/maxzvyagin/crossedwires,3,,cross-framework-hpo
bam-intp,Benchmarking attribution methods.,https://github.com/google-research-datasets/bam,3,,saliency
bim,Benchmark interpretability methods.,https://github.com/google-research-datasets/bim,3,,saliency
DadmaTools,DadmaTools is a Persian NLP toolkit,https://github.com/Dadmatech/DadmaTools,3,,allennlp
aitoolbox,PyTorch Model Training and Experiment Tracking Framework,https://github.com/mv1388/AIToolbox,3,,allennlp
akkadian,Translating Akkadian signs to transliteration using NLP algorithms,https://github.com/gaigutherz/Translating-Akkadian-using-NLP,3,,allennlp
allencv,,,3,,allennlp
allennlp-dataframe-mapper,,https://github.com/shunk031/allennlp-dataframe-mapper,3,,allennlp
allennlp-datalawyer,,,3,,allennlp
allennlp-hydra,Hydra plugin for allennlp,,3,,allennlp
allennlp-models,Officially supported models for the AllenNLP framework,https://github.com/allenai/allennlp-models,3,6.0,allennlp
allennlp-optuna,AllenNLP integration for hyperparameter optimization,,3,,allennlp
allennlp-runmodel,"Run a AllenNLP trained model, and serve it with WebAPI.",https://github.com/tanbro/allennlp-runmodel,3,,allennlp
allennlp-semparse,"A framework for building semantic parsers (including neural module networks) with AllenNLP, built by the authors of AllenNLP",https://github.com/allenai/allennlp-semparse,3,,allennlp
allennlp-server,Simple demo server for AllenNLP models and training config builder.,https://github.com/allenai/allennlp-server,3,,allennlp
allennlp-shiba,AllenNLP integration for Shiba: Japanese CANINE model,https://github.com/shunk031/allennlp-shiba-model,3,,allennlp
allennlp-wordsplitter-corenlp,CoreNLP word splitter for AllenNLP,https://github.com/tanbro/allennlp_wordsplitter_corenlp,3,,allennlp
allennlp-wordsplitter-ltp,LTP word splitter for AllenNLP,https://github.com/tanbro/allennlp_wordsplitter_ltp,3,,allennlp
allenpoly,An library to use AllenNLP library in Polyaxon environment.,https://bitbucket.org/evidenceprime/allenpoly,3,,allennlp
bio-embeddings,A pipeline for protein embedding generation and visualization,,3,1.0,allennlp
biome-text,Biome-text is a light-weight open source Natural Language Processing toolbox built with AllenNLP,https://www.recogn.ai/,3,,allennlp
bpnlp,The Botpress NLP Library,https://botpress.com/,3,,allennlp
camphr-allennlp,AllenNLP plugin for camphr,https://github.com/PKSHATechnology-Research/camphr-allennlp,3,,allennlp
chreader,"An open-source Chinese NLP Dataset Reader library, built on allennlp & pytorch.",https://github.com/wangyuxinwhy/chreader,3,,allennlp
deepcoil,Fast and accurate prediction of coiled coil domains in protein sequences,https://github.com/labstructbioinf/deepcoil,3,,allennlp
description2process,Library for constructing a process model given the process description. Deep learning techniques are implmented as much as possible.,https://github.com/pypa/sampleproject,3,,allennlp
ecws,面向电力领域的中文分词工具,http://github.com/rises-tech/ecws,3,,allennlp
faithfulness,A library to evaluate faithfulness (factual correctness) of abstractive summaries.,https://github.com/bigabig/faithfulness,3,,allennlp
forte.allennlp,Provide Forte implementations of a fantastic collection of NLP tools.,https://github.com/asyml/forte-wrappers/tree/main/src/allennlp,3,,allennlp
iMIX,multimodal deep learning framework,https://github.com/inspur-hsslab/iMIX,3,,allennlp
lvnlp,Latvian NLP Tools,https://gitlab.com/ailab/lvnlp,3,,allennlp
num-fh,numeric fused-head identification and resolution,http://nlp.biu.ac.il/~lazary/fh/,3,,allennlp
pdf2emb-nlp,"NLP tool for scraping text from a corpus of PDF files, embedding the sentences in the text and finding semantically similar sentences to a given search query",https://github.com/AndreaSottana/pdf2emb_nlp,3,,allennlp
pdf2embeddings,"NLP tool for scraping text from a corpus of PDF files, embedding the sentences in the text and finding semantically similar sentences to a given search query.",https://github.com/moj-analytical-services/airflow-pdf2embeddings,3,,allennlp
pvcastro-iberlef,System for the IberLEF 2019 NER Task,http://www.inf.pucrs.br/linatural/wordpress/iberlef-2019/,3,,allennlp
pynsett,A programmable relation extractor,http://github.com/fractalego/pynsett,3,,allennlp
qaeval,A package for evaluating the content of summaries through question-answering,https://github.com/danieldeutsch/qaeval,3,,allennlp
qporcupine,Grammar error detection and feedback,https://github.com/empirical-org/Quill-NLP-Tools-and-Datasets,3,,allennlp
robustnessgym,Robustness Gym is an evaluation toolkit for natural language processing.,https://robustnessgym.com,3,,allennlp
sciwing,Modern Scientific Document Processing Framework,https://github.com/abhinavkashyap/sciwing,3,,allennlp
seacorenlp,SEACoreNLP: A Python NLP Toolkit for Southeast Asian languages,,3,,allennlp
seqvec,Embeeder tool for 'Modelling the Language of Life - Deep Learning Protein Sequences',https://github.com/Rostlab/SeqVec,3,1.0,allennlp
sgnlp-models,State-of-the-art models from Singapore's NLP research community,,3,,allennlp
syn-nli,package for the paper Syntax Aware Natural Language Inference@<link>,https://github.com/EazyReal/2020-IIS-internship,3,,allennlp
t5,Text-to-text transfer transformer,http://github.com/google-research/text-to-text-transfer-transformer,3,,allennlp
trapper,State-of-the-art NLP through transformer models in a modular design and consistent APIs.,https://github.com/obss/trapper,3,,allennlp
unidic-combo,UniDic2UD + COMBO-pytorch wrapper for spaCy,https://github.com/KoichiYasuoka/UniDic-COMBO,3,2.0,allennlp
unofficial-udify,,,3,1.0,allennlp
visualcomet,Codebase for the Visual COMeT model code,https://github.com/jamespark3922/vcg_demo,3,,allennlp
wandb-allennlp,Utilities to use allennlp with wandb,https://github.com/dhruvdcoder/wandb-allennlp,3,,allennlp
hawking,Hawking CLI,https://www.peach.co,3,,malaya
seacorenlp,SEACoreNLP: A Python NLP Toolkit for Southeast Asian languages,,3,,malaya
rasa,Rasa Stack - A package which includes Rasa Core and Rasa NLU,https://rasa.com,3,,rasa-core
rasa-chinese-plugin,Rasa NLU addons a natural language parser for bots,https://rasa.com,3,,rasa-core
rasa-dialogflow-interpreter,rasa_core interpreter connecting to dialogflow.com API v2,https://github.com/m90/rasa-dialogflow-interpreter,3,,rasa-core
rasahub-rasa,Rasa connector for Rasahub,http://github.com/frommie/rasahub-rasa,3,,rasa-core
JustCause,Comparing methods for causality analysis in a fair and just way.,https://github.com/inovex/justcause/,3,,causalml
arctic-cod-detector,Neural-network detector of grunts made by arctic cod,https://gitlab.meridian.cs.dal.ca/data_analytics_dal/projects/arctic_cod_detector,3,,ketos
sdgym,A framework to benchmark the performance of synthetic data generators for non-temporal tabular data,https://github.com/sdv-dev/SDGym,3,,gretel-synthetics
syft,"A Library for Private, Secure Deep Learning",https://github.com/OpenMined/PySyft,3,1.0,tf-encrypted
witwidget-gpu,What-If Tool jupyter widget,https://github.com/pair-code/what-if-tool,3,,tensorflow-serving-api-gpu
kyle-calibration,appliedAI classifier calibration library,https://github.com/appliedAI-Initiative/kyle,3,,netcal
aitk,Python tools for AI,https://github.com/ArtificialIntelligenceToolkit/aitk,3,,aitk.networks
resnet-models,The package contains ResNet architectures which were developed on TensorFlow,https://github.com/Ilyushin/resnet,3,,signal-transformation
ivystar,python tools package of ivystar,,3,,keras-model-specs
keras-eval,An evaluation abstraction for Keras models.,https://www.triage.com/,3,,keras-model-specs
keras-trainer,A training abstraction for Keras models.,https://www.triage.com/,3,,keras-model-specs
model-converters,Tools for converting Keras models for use with other ML frameworks.,https://www.triage.com/,3,,keras-model-specs
tensorflow-serving-client,Python client for tensorflow serving,https://triage.com,3,,keras-model-specs
board-game-recommender,Board games recommender engine,https://recommend.games/,3,,turicreate
bootleg,Bootleg NED System,https://github.com/HazyResearch/bootleg,3,,emmental
fonduer,Knowledge base construction system for richly formatted data.,https://github.com/HazyResearch/fonduer,3,,emmental
MorshuTalk,Morshu text-to-speech,https://github.com/n0spaces/MorshuTalk,3,,g2p-en
SoundsLike,SoundsLike is a python package that helps find words that sound like other words.,http://github.com/tal-z/SoundsLike/,3,1.0,g2p-en
TensorFlowTTS,TensorFlowTTS: Real-Time State-of-the-art Speech Synthesis for TensorFlow 2,https://github.com/tensorspeech/TensorFlowTTS,3,,g2p-en
espnet,ESPnet: end-to-end speech processing toolkit,http://github.com/espnet/espnet,3,,g2p-en
espnet-tts-frontend,,http://github.com/espnet/espnet_tts_frontend,3,1.0,g2p-en
paddle-parakeet,Speech synthesis tools and models based on Paddlepaddle,https://github.com/PaddlePaddle,3,,g2p-en
pororo,Pororo: A Deep Learning based Multilingual Natural Language Processing Library,https://github.com/kakaobrain/pororo,3,1.0,g2p-en
pyfoal,Python forced aligner,https://github.com/maxrmorrison/pyfoal,3,,g2p-en
qilimanjaroq-server,Qilimanjaro server library to connect to the Qilimanjaro Quantum Service and use their devices,https://github.com/qilimanjaro-tech/qili-qibo-backend,3,,qibo
bqskit,Berkeley Quantum Synthesis Toolkit,https://github.com/BQSKit/qfast,3,,qfast
qfast-qiskit,QFAST QISKit Plugin,https://github.com/BQSKit/qfast-qiskit,3,,qfast
qfast-qs,QFAST QSearch Plugin,https://github.com/BQSKit/qfast-qs,3,,qfast
qfast-sc,QFAST SearchCompiler Plugin,https://github.com/edyounis/qfast-sc,3,,qfast
qfast-uq,QFAST UniversalQ Compiler Plugin,https://github.com/BQSKit/qfast-uq,3,,qfast
CodeDomainEmissary,A package to adapt text to code domain intents and entities,,3,,mindmeld
webex-assistant-sdk,An SDK for developing applications for Webex Assistant.,https://github.com/cisco/webex-assistant-sdk,3,,mindmeld
mathy-alpha-sm,Mathy.ai trained model,https://mathy.ai,3,,mathy
stVAE,Style transfer variational autoencoder,https://github.com/NRshka/stvae/source,3,,scgen
coach-cli,CLI Utility for interacting with coach,https://coach.lkuich.com,3,,coach-ml
GenericNeuralAssistant,Generic Neural Assistant,,3,,neuralintents
zh-rasa,Chinese NLP tool for RASA,https://github.com/deepdialog/zh-rasa,3,,tfnlu
pre-assistant,Edition,https://hi.com,3,,rasafou
crikit,Constitutive Relation Inference Toolkit,https://gitlab.com/crikit/crikit,3,,dolfin-adjoint
gyptis,Computational Photonics in Python,https://gitlab.com/gyptis/gyptis,3,,dolfin-adjoint
torchquantum,A PyTorch-centric hybrid classical-quantum dynamic neural networks framework.,https://github.com/Hanrui-Wang/pytorch-quantum,3,1.0,torchpack
neoepiscope,comprehensive neoepitope prediction software,http://github.com/ohsu-comp-bio/neoepiscope,3,,mhcnuggets
pvactools,A cancer immunotherapy tools suite,https://github.com/griffithlab/pVACtools,3,,mhcnuggets
playground,A Playground for RL and Robotics Environments,https://github.com/episodeyang/rl-playground,3,,baselines
cressp,a program to find cross-reactive epitopes with structural information from known protein structures.,https://github.com/ahs2202/cressp,3,,mhcflurry
neoepiscope,comprehensive neoepitope prediction software,http://github.com/ohsu-comp-bio/neoepiscope,3,,mhcflurry
pvactools,A cancer immunotherapy tools suite,https://github.com/griffithlab/pVACtools,3,,mhcflurry
bark-ml,Machine Learning Applied to Autonomous Driving,https://github.com/bark-simulator/bark-ml,3,,spektral
menten-gcn,This package decorates graph tensors with data from protein models,https://github.com/MentenAI/menten_gcn,3,,spektral
summit,Tools for optimizing chemical processes,https://github.com/sustainable-processes/summit,3,,gryffin
smurfs,"Smart UseR Frequency analySer, a fast and easy to use frequency analyser.",https://github.com/muma7490/SMURFS,3,,eleanor-mamu
Fern2,NLP text processing toolkit for Deep Learning,https://github.com/Jasonsey/Fern,3,,tensorflow-text
TensorFlowASR,Almost State-of-the-art Automatic Speech Recognition using Tensorflow 2,https://github.com/TensorSpeech/TensorFlowASR,3,,tensorflow-text
abdelrahman-obfuscate,Convo: the AI powered chatbot API 2.0,,3,,tensorflow-text
abdo,kjdfdlsjlkdfl,https://www.innovsoltech.com/,3,,tensorflow-text
abdo-obfuscate,Obfuscate Convo Test,,3,,tensorflow-text
abdoconvo,dynamic forms updated,https://www.innovsoltech.com/,3,,tensorflow-text
auto-tensorflow,"Build Low Code Automated Tensorflow, What-IF explainable models in just 3 lines of code.      To make Deep Learning on Tensorflow absolutely easy for the masses with its low code framework and also increase trust on ML models through What-IF model explainability.",https://github.com/rafiqhasan/auto-tensorflow,3,,tensorflow-text
beir,A Heterogeneous Benchmark for Information Retrieval,https://github.com/UKPLab/beir,3,,tensorflow-text
conversational-sentence-encoder,Dual sentence encoder package,https://github.com/davidalami/ConveRT,3,,tensorflow-text
convo-NLU2,Convo: the AI powered chatbot API 2.0,https://convo.com,3,,tensorflow-text
convo-engine,Convo: the AI powered chatbot API 2.0,,3,,tensorflow-text
convo-latest,Convo: the AI powered chatbot API 2.0,,3,,tensorflow-text
convo-n2,Convo: the AI powered chatbot API 2.0,https://convo.com,3,,tensorflow-text
convo-new-version-abdo,Convo: the AI powered chatbot API 2.0,,3,,tensorflow-text
convo-nl2,Convo: the AI powered chatbot API 2.0,https://convo.com,3,,tensorflow-text
convo-nlu,Convo: the AI powered chatbot API 2.0,,3,,tensorflow-text
convo-nlu-v2,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",https://convo.com,3,,tensorflow-text
convo-nlu2,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",https://convo.com,3,,tensorflow-text
convo-tt,Convo: the AI powered chatbot API 2.0,,3,,tensorflow-text
credentialdigger,Credential Digger,https://github.com/SAP/credential-digger,3,,tensorflow-text
deep-autoviml,Automatically Build Deep Learning Models and Pipelines fast!,https://github.com/AutoViML/deep_autoviml,3,,tensorflow-text
kagemeka,,https://github.com/kagemeka/myenv/lib/python/kagemeka,3,,tensorflow-text
malaya,"Natural-Language-Toolkit for bahasa Malaysia, powered by Deep Learning Tensorflow.",https://github.com/huseinzol05/Malaya,3,,tensorflow-text
malaya-gpu,"Natural-Language-Toolkit for bahasa Malaysia, powered by Deep Learning Tensorflow. GPU Version",https://github.com/huseinzol05/Malaya,3,,tensorflow-text
maupassant,,,3,,tensorflow-text
minapip1,kjdfdlsjlkdfl,https://www.innovsoltech.com/,3,,tensorflow-text
minapipe,this first test pipe,https://www.innovsoltech.com/,3,,tensorflow-text
minapipe1,this first test pipe,https://www.innovsoltech.com/,3,,tensorflow-text
ml4ir,Machine Learning libraries for Information Retrieval,https://www.salesforce.com/,3,,tensorflow-text
obfuscated-convo-new-version-abdo,Convo: the AI powered chatbot API 2.0,,3,,tensorflow-text
rasa,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",https://rasa.com,3,,tensorflow-text
renn,Research tools for Reverse Engineering Neural Networks (RENN).,https://github.com/google-research/reverse-engineering-neural-networks,3,,tensorflow-text
ringkasan,,,3,,tensorflow-text
seqio,"SeqIO: Task-based datasets, preprocessing, and evaluation for sequence models.",http://github.com/google/seqio,3,2.0,tensorflow-text
seqio-nightly,"SeqIO: Task-based datasets, preprocessing, and evaluation for sequence models.",https://github.com/google/seqio/tree/nightly,3,,tensorflow-text
sknlp,,,3,,tensorflow-text
spacy-universal-sentence-encoder,SpaCy models for using Universal Sentence Encoder from TensorFlow Hub,https://github.com/MartinoMensio/spacy-universal-sentence-encoder-tfhub,3,,tensorflow-text
t5,Text-to-text transfer transformer,http://github.com/google-research/text-to-text-transfer-transformer,3,,tensorflow-text
tensorflow-deploy-utils,Utils for managing and communication with TensorFlow Deploy,https://github.com/grupawp/tensorflow-deploy-utils,3,,tensorflow-text
tf-models-nightly,TensorFlow Official Models,https://github.com/tensorflow/models,3,,tensorflow-text
tf-models-official,TensorFlow Official Models,https://github.com/tensorflow/models,3,,tensorflow-text
top2vec,"Top2Vec learns jointly embedded topic, document and word vectors.",https://github.com/ddangelov/Top2Vec,3,,tensorflow-text
trax,Trax,http://github.com/google/trax,3,,tensorflow-text
whatlies,Make visualisations to learn `what lies` in word embeddings.,,3,,tensorflow-text
tensor2tensor,Tensor2Tensor,http://github.com/tensorflow/tensor2tensor,3,,tensorflow-gan
t5,Text-to-text transfer transformer,http://github.com/google-research/text-to-text-transfer-transformer,3,,seqio
tfdsio,tfdsio,http://github.com/trisongz/tfdsio,3,,seqio
TakeBlipMessageStructurer,Message Structurer Package,,3,,TakeBlipNer
Barberchop,"Segments, classifies and extracts barcode images from larger images containing one or more barcodes.",https://github.com/sparkfish/barberchop,3,,yolov5
yolo5,Packaged version of the Yolov5 object detector,,3,,yolov5
yolo6,Wrapper for incomming yolov6,,3,,yolov5
yolo7,Wrapper for incomming yolov7,,3,,yolov5
yolov7,Wrapper for incomming yolov7,,3,,yolov5
Potofox,a Deep Learning library,https://github.com/spe301/Potosnail,3,,Potosnail
inductiveGRL,the code used in the experimental setup of our paper 'Inductive Graph Representation Learning for Fraud Detection'.,https://github.com/Charlesvandamme/Inductive-Graph-Representation-Learning-for-Fraud-Detection,3,,stellargraph
stonkgs,Sophisticated Transformers for Biomedical Text and Knowledge Graph Data,https://github.com/stonkgs/stonkgs,3,,stellargraph
responsibleai,"SDK API to explain models, and analyze errors in Machine Learning",https://github.com/microsoft/responsible-ai-widgets,3,2.0,econml
BubbleTea-py,BubbleTea enables developers to quickly build any data applications on the emerging Web3 infrastructure.,https://github.com/scout-cool/BubbleTea,3,,streamlit
DockerENT,A tool to analyse issues with running docker container(s),https://github.com/r0hi7/DockerENT,3,1.0,streamlit
HydDown,Hydrogen (or other pure gas phase species) pressure vessel filling and discharge calculations,https://github.com/andr1976/HydDown/,3,,streamlit
MNNCV,MNNCV python sdk,https://github.com/alibaba/MNN,3,,streamlit
NaMAZU,NaMAZU: Pretty Usefull Library,https://github.com/NMZ0429/NaMAZU,3,,streamlit
PALS-pathway,A Python tool to rank significantly-changing metabolite sets,https://github.com/glasgowcompbio/PALS,3,,streamlit
abstcal,Calculate abstinence using the timeline followback data in substance research.,https://github.com/ycui1-mda/abstcal,3,,streamlit
acv-exp,ACV is a library that provides robust and accurate explanations for machine learning models or data,https://github.com/salimamoukou/acv00,3,,streamlit
allennlp-datalawyer,,,3,,streamlit
alphapept,"A modular, python-based framework for mass spectrometry.",https://github.com/MannLabs/alphapept,3,,streamlit
appzoo,description,https://github.com/Jie-Yuan/AppZoo,3,,streamlit
augbuilder,A No-code solution to create the images transformation pipeline.,,3,,streamlit
awesome-streamlit,This package supports the Awesome Streamlit Project and provides highly experimental features!,https://github.com/marcskovmadsen/awesome-streamlit,3,,streamlit
awesome-streamlit-master,This package supports the Awesome Streamlit Project and provides highly experimental features!,https://github.com/marcskovmadsen/awesome-streamlit,3,,streamlit
base-automation-v1,base-automation-v1,https://upload.pypi.org/legacy/,3,,streamlit
bbw,Library for semantic annotation of tabular data with the Wikidata knowledge graph,https://github.com/UB-Mannheim/bbw,3,,streamlit
beepbeep-txflowutils,Sync data transformation information from BigQuery to GitHub and create a dynamic Markdown documantation.,https://github.com/beepbeeptechnology/sync_from_bigquery_to_github,3,,streamlit
bokeh-plot-events,A custom streamlit component to return js event values from bokeh plots to streamlit,,3,,streamlit
bqtxflowutils,Sync data transformation information from BigQuery to GitHub and create a dynamic Markdown documantation.,https://github.com/beepbeeptechnology/sync_from_bigquery_to_github,3,,streamlit
bqtxflowutils-2,Sync data transformation information from BigQuery to GitHub and create a dynamic Markdown documantation.,https://github.com/beepbeeptechnology/sync_from_bigquery_to_github,3,,streamlit
carbonify,Open source library for carbon accounting and Lifecycle analysis,,3,,streamlit
classy-core,A powerful tool to train and use your classification models.,https://github.com/sunglasses-ai/classy,3,,streamlit
classy-ml,A powerful tool to train and use your classification models.,https://github.com/sunglasses-ai,3,,streamlit
colornet,colornet in tf2 keras,https://github.com/soumendra/colornet,3,,streamlit
concor,COVID-19 Convalescent Plasma Allocation tool for CONCOR trial,,3,,streamlit
covid-models,Covid,http://github.com/fabiommendes/covid-19,3,,streamlit
cubamap,A streamlit component to,,3,,streamlit
cupidpython,Matching with transferable utility,https://github.com/bsalanie/CupidPython.git,3,,streamlit
dashes,-,,3,,streamlit
dashes2,Dashes version 2,,3,,streamlit
dashes3,Dashes version 2,,3,,streamlit
dbt-osmosis,"This package exposes an interactive workbench for dbt modelling and serves to cascadingly populate column level documentation, build & conform schema files, and audit coverage.",https://github.com/z3z1ma/dbt-osmosis,3,,streamlit
dieterpy,DIETERpy GAMS-Python framework of a power system model DIETER,,3,,streamlit
dltkai,Python Client for DLTK.,https://github.com/dltk-ai/dltkai-sdk,3,,streamlit
emailme,Super simple self-emailing.,http://github.com/ericmjl/emailme,3,,streamlit
embedding-lenses,,,3,,streamlit
ersilia,Ersilia model hub for open source drug discovery,https://github.com/ersilia-os/ersilia,3,,streamlit
example-pkg-AGAIN,Sync data transformation information from BigQuery to GitHub and create a dynamic Markdown documantation.,https://github.com/beepbeeptechnology/sync_from_bigquery_to_github,3,,streamlit
example-pkg-AGAIN-2,Sync data transformation information from BigQuery to GitHub and create a dynamic Markdown documantation.,https://github.com/beepbeeptechnology/sync_from_bigquery_to_github,3,,streamlit
example-pkg-AGAIN-3,Sync data transformation information from BigQuery to GitHub and create a dynamic Markdown documantation.,https://github.com/beepbeeptechnology/sync_from_bigquery_to_github,3,,streamlit
extra-streamlit-components,"An all-in-one place, to find complex or just natively unavailable components on streamlit.",https://github.com/Mohamed-512/Extra-Streamlit-Components,3,,streamlit
ezancestry,Easily predict and visualize genetic ancestry. Evaluate custom ancestry-informative SNP sets.,,3,,streamlit
face-recognition-and-drowsiness-detection,Python Boilerplate contains all the boilerplate you need to create a Python package.,https://github.com/Pradip240/face_recognition_and_drowsiness_detection,3,,streamlit
fancylit,"Contains pre-packaged Streamlit code to render fancy visualizations, run modeling tasks, and data exploration",https://github.com/banjtheman/fancylit,3,,streamlit
front,Getting from python objects to UIs exposing them,https://github.com/i2mint/front,3,,streamlit
gbrokerexe,Generic Python Package for Broker Executions..,https://github.com/altcp/gbrokerexe,3,,streamlit
gdemandfcast,Generic Python Package for Time Series Forecasting,https://github.com/altcp/gdemandfcast,3,,streamlit
gfdx,GFDX Data standardization and simple web application to automate and run analysis.,,3,,streamlit
gimmick,Libraray contains algo to generate images by learning representation from data,https://github.com/pankajr141/gimmick,3,,streamlit
gplot,A  python library to plot charts from google sheet,https://github.com/spctr01/gplot,3,,streamlit
grants-tagger,A machine learning model to tag grants,,3,,streamlit
guang,ML/DL tools function library,https://github.com/beidongjiedeguang/guang,3,2.0,streamlit
helloworldrm,Say Hello,https://github.com/joseignaciorm/python_package_example,3,,streamlit
hlm-texts,,https://github.com/ffreemt/hlm-texts,3,,streamlit
hyperactive,A hyperparameter optimization toolbox for convenient and fast prototyping,https://github.com/SimonBlanke/Hyperactive,3,3.0,streamlit
keras-metric-learning,Deep metric learning in tf2 keras,https://github.com/soumendra/keras-metric-learning,3,,streamlit
libra,Ergonomic machine learning,https://github.com/Palashio/libra,3,,streamlit
link-button,A streamlit component to Open URLs with a button,https://github.com/akshanshkmr/link_button,3,,streamlit
liveisstracker,A CLI based on the LiveIssTracker Project from https://gitlab.com/manojm18/liveisstracker,https://gitlab.com/manojm18,3,,streamlit
madan,Open source ai library,https://github.com/MadanBaduwal/madan,3,,streamlit
mars-gym,"Framework Code for the RecSys 2020 entitled 'MARS-Gym: A Gym framework to model, train, and evaluate recommendationsystems for marketplaces'.",https://github.com/deeplearningbrasil/mars-gym,3,,streamlit
